readable,hscore,review
magazine does a good job,6.5,magazine does a good job
"lifetime of great reading from this icon of magazines. although they have changed with the times, the changes have been for good.",8,"lifetime of great reading from this icon of magazines. although they have changed with the times, the changes have been for good."
great stories and articles from the mountains to the coast.,7.5,great stories and articles from the mountains to the coast.
"i have picked up romantic homes magazine at the stands whenever it is available.  i find it to be the very best magazine for those interested in decorating in the romantic style.  the pictures are absolutely the best i have ever seen.  i love the themes of the homes and the ideas are just overwhelming.  i find that you can pull together the look that they show you easily and without spending $1000s of dollars.  the fact that there are very few advertisements is a big plus for me - i do not like to read ads in a magazine and if there are too many i disregard the magazine.  romantic homes has developed the very best for those that love the style  - and there are many of us.  now they just need to get the magazine on more news stands (you know in the grocery stores - in walmart  etc  the places that people see and buy magazines). if you love the color pink, white, cream, celedon -  if you prefer roses and peonies  - if a cozy quilt and a fluffy pillow call you to a day of relaxation - if a english country garden intrigues you to planting perrenials in the yard - if you like furniture that looks well loved - if valentines day makes your heart flutter - then this magazine is for you.",8.5,"i have picked up romantic homes magazine at the stands whenever it is available.  i find it to be the very best magazine for those interested in decorating in the romantic style.  the pictures are absolutely the best i have ever seen.  i love the themes of the homes and the ideas are just overwhelming.  i find that you can pull together the look that they show you easily and without spending $1000s of dollars.  the fact that there are very few advertisements is a big plus for me - i do not like to read ads in a magazine and if there are too many i disregard the magazine.  romantic homes has developed the very best for those that love the style  - and there are many of us.  now they just need to get the magazine on more news stands (you know in the grocery stores - in walmart  etc  the places that people see and buy magazines). if you love the color pink, white, cream, celedon -  if you prefer roses and peonies  - if a cozy quilt and a fluffy pillow call you to a day of relaxation - if a english country garden intrigues you to planting perrenials in the yard - if you like furniture that looks well loved - if valentines day makes your heart flutter - then this magazine is for you."
"three stars is generous. the pictures are good, not exceptional, and the print is very small. i will not order this again.",5,"three stars is generous. the pictures are good, not exceptional, and the print is very small. i will not order this again."
"popular mechanics was one of the first magazines i subscribed to when i was in my early teens, early 1970's.  it was a well written magazine with interesting articles targeted at average reading abilities.  i loved it then, and it has helped keep me lightly informed on most of the innovative technological advances of the last 40 years.  unfortunately, this magazine, along with others like popular science, were bought out by large companies, who did not maintain the same standards, but are maxamizing their profit at the expense of quality.  among the many cost cutting initiatives, they have shrunk the font size to the point i can barely read the print.  yes i know they print denials of this regularly, but i have a few old magazines i can compare the new ones with, and the font is undeniably much smaller now.  also, the content is about 1/3 that of the older magazines.  the paper is thinner and cheaper, and this accounts for some of the thinning of the magazine, but not this much.  there are usually only two or three major articles, and the many of the rest appear to be copied right off the internet.. . sorry popular mechanics, i have many fond memories of you, but like a loved relative with dementia, although still living, you are a shadow of your former self.  (disclaimer;  i wrote a very similar review for popular science, both are accurate, since i have had nearly identical experiences with both).",8,"popular mechanics was one of the first magazines i subscribed to when i was in my early teens, early 1970's.  it was a well written magazine with interesting articles targeted at average reading abilities.  i loved it then, and it has helped keep me lightly informed on most of the innovative technological advances of the last 40 years.  unfortunately, this magazine, along with others like popular science, were bought out by large companies, who did not maintain the same standards, but are maxamizing their profit at the expense of quality.  among the many cost cutting initiatives, they have shrunk the font size to the point i can barely read the print.  yes i know they print denials of this regularly, but i have a few old magazines i can compare the new ones with, and the font is undeniably much smaller now.  also, the content is about 1/3 that of the older magazines.  the paper is thinner and cheaper, and this accounts for some of the thinning of the magazine, but not this much.  there are usually only two or three major articles, and the many of the rest appear to be copied right off the internet.

sorry popular mechanics, i have many fond memories of you, but like a loved relative with dementia, although still living, you are a shadow of your former self.  (disclaimer;  i wrote a very similar review for popular science, both are accurate, since i have had nearly identical experiences with both)."
"nice variety of articles pertaining to the entire state.  articles vary each issue.  only problem is that it is not published each month of the year.  still, a good bargain for the money.",6.5,"nice variety of articles pertaining to the entire state.  articles vary each issue.  only problem is that it is not published each month of the year.  still, a good bargain for the money."
"i subscribed to architectural digest for many years, but i let my subscription lapse last year when the new editor made changes that completely gutted the magazine.  messy beds and children's toys strewn all over?  i don't need a very expensive upscale publication to show me scenes like that.  please, ad, bring back the original concept.  your readership numbers would improve.",5,"i subscribed to architectural digest for many years, but i let my subscription lapse last year when the new editor made changes that completely gutted the magazine.  messy beds and children's toys strewn all over?  i don't need a very expensive upscale publication to show me scenes like that.  please, ad, bring back the original concept.  your readership numbers would improve."
"at one time, this was my least favorite computer magazine. as more and more computer magazines discontinued the print editions (which i prefer), this and one other remained. when renewal time came, i asked myself, ""do i really need two ccomputer magazines"". no. one will be suficient. i decided that page for page, maximum pc offered more useful content per page. a bonus is that if you are a 'computer geek', you'll simply 'droll' over some of the 'dream machines' maximum pc reviews. highly recommended.",8,"at one time, this was my least favorite computer magazine. as more and more computer magazines discontinued the print editions (which i prefer), this and one other remained. when renewal time came, i asked myself, &#34;do i really need two ccomputer magazines&#34;. no. one will be suficient. i decided that page for page, maximum pc offered more useful content per page. a bonus is that if you are a 'computer geek', you'll simply 'droll' over some of the 'dream machines' maximum pc reviews. highly recommended."
great magazine!,8,great magazine!
this is definitely a magazine worth buying! so much helpful information!!,6,this is definitely a magazine worth buying! so much helpful information!!
"imagine my surprise when they got one of the first few issues with 'how to spot fake news'.  i was not happy with the magazine trying to indoctrinate my grandchildren into how to tell if a news story is true or not.  just because everyone believed the world was flat didn't necessarily make it true either.  needless to say, i did not renew the subscription.",4,"imagine my surprise when they got one of the first few issues with 'how to spot fake news'.  i was not happy with the magazine trying to indoctrinate my grandchildren into how to tell if a news story is true or not.  just because everyone believed the world was flat didn't necessarily make it true either.  needless to say, i did not renew the subscription."
"my subscription didn't come after the first issue. i had to contact them to find out the address they have is wrong. they must've screwed it up since i got my first issue with correct address. i signed up for allure and lucky, and it happened for both of them. now i finally got lucky, but i still haven't gotten allure. i am contacting them again to ask them to fix it. i will never subscribe through amazon again.",4.5,"my subscription didn't come after the first issue. i had to contact them to find out the address they have is wrong. they must've screwed it up since i got my first issue with correct address. i signed up for allure and lucky, and it happened for both of them. now i finally got lucky, but i still haven't gotten allure. i am contacting them again to ask them to fix it. i will never subscribe through amazon again."
"i purchased an unrelated item on amazon, and got a notification from amazon that i would get 6 months of rolling stone for $1.  i added it to my cart thinking, 'that seems like a good deal.'. . i don't really read magazines, but it i thought it might be worth having so i could flip through it every now and then.  it was such a cheap price.. . what i didn't realize is that the 'auto-renewal' meant that they would automatically renew the subscription without directly asking me.  i did get an email (that i didn't open thinking it was another amazon email about 20% cookware or whatever) but that was it.. . i didn't notice that i had been charged full price for the magazine until i was reviewing another purchase a month later.  luckily i caught it, and cancelled my subscription.  cancellation was hassle free, but i kind of felt like they snuck the purchase in without my consent.. . i guess the old saying is true, 'you can't get something for nothing,' so the next time i get a $1 offer on something, i'm going to pass.",7.5,"i purchased an unrelated item on amazon, and got a notification from amazon that i would get 6 months of rolling stone for $1.  i added it to my cart thinking, 'that seems like a good deal.'

i don't really read magazines, but it i thought it might be worth having so i could flip through it every now and then.  it was such a cheap price.

what i didn't realize is that the 'auto-renewal' meant that they would automatically renew the subscription without directly asking me.  i did get an email (that i didn't open thinking it was another amazon email about 20% cookware or whatever) but that was it.

i didn't notice that i had been charged full price for the magazine until i was reviewing another purchase a month later.  luckily i caught it, and cancelled my subscription.  cancellation was hassle free, but i kind of felt like they snuck the purchase in without my consent.

i guess the old saying is true, 'you can't get something for nothing,' so the next time i get a $1 offer on something, i'm going to pass."
"horrendous. i kid you not when i say that i flipped through eighty-seven pages of nothing but ads before i finally got to the contents pages of the last issue i bothered to open in my six-month subscription. that was already well over half of the magazine, and to say that that was disappointing would be understating. i am not inclined to waste my time looking at glossy photos of people with the appearance of half-drowned aliens when i initially obtained my subscription for the articles alone.. . i am now putting these quite thick collections of well-dressed dead trees to good use as bug-squashers out on my patio.",1,"horrendous. i kid you not when i say that i flipped through eighty-seven pages of nothing but ads before i finally got to the contents pages of the last issue i bothered to open in my six-month subscription. that was already well over half of the magazine, and to say that that was disappointing would be understating. i am not inclined to waste my time looking at glossy photos of people with the appearance of half-drowned aliens when i initially obtained my subscription for the articles alone.

i am now putting these quite thick collections of well-dressed dead trees to good use as bug-squashers out on my patio."
"i like this magazine.  it always has great pictures about living on the coast, the furniture, décor, inside and out.  some of it is not so practical for most folks but it is still fun to dream about such life styles.  i live on a coast but not as gorgeous as those in the photographs.  still, i have gotten some cool ideas that have transported well to my little corner of the world.",7,"i like this magazine.  it always has great pictures about living on the coast, the furniture, décor, inside and out.  some of it is not so practical for most folks but it is still fun to dream about such life styles.  i live on a coast but not as gorgeous as those in the photographs.  still, i have gotten some cool ideas that have transported well to my little corner of the world."
good info and ideas.,6,good info and ideas.
"if you sew, subscribe.  i have for years and i almost never read an article.  but every month, you look through it and rip out all the pages you need for inspiration (or outright copying) for sewing and dressing.. . i sort the clippings into two folders: red for hot weather/summer/spring, blue for cold weather/autumn/winter.  stuff i want to make, i put into the folder pockets; outfits i can already mimic, i keep loose in the folder.  every morning, i take out the top three pictures and use one to step off my day's outfit.. . $10 a year: every month, they send you hard copy pictures of what's come down the runway for that season for you to rip out and rip off.  you can't beat it!. . j.",7.5,"if you sew, subscribe.  i have for years and i almost never read an article.  but every month, you look through it and rip out all the pages you need for inspiration (or outright copying) for sewing and dressing.

i sort the clippings into two folders: red for hot weather/summer/spring, blue for cold weather/autumn/winter.  stuff i want to make, i put into the folder pockets; outfits i can already mimic, i keep loose in the folder.  every morning, i take out the top three pictures and use one to step off my day's outfit.

$10 a year: every month, they send you hard copy pictures of what's come down the runway for that season for you to rip out and rip off.  you can't beat it!

j."
love this magazine we'll keep ordering it as long as the price is good,7.5,love this magazine we'll keep ordering it as long as the price is good
always good. excellent delivery.,8,always good. excellent delivery.
"if every enlargement and bedtime play ad worked, every scientist and tinkerer would be the stud of the world. it is as if they still think women could never be interested in reading a magazine like this. if you can ignore the ads, the articles are good and useful. however, at the time i'm writing this, you still have to pay extra to get the digital subscription. so, it is a good lunch or bath time read.",6.5,"if every enlargement and bedtime play ad worked, every scientist and tinkerer would be the stud of the world. it is as if they still think women could never be interested in reading a magazine like this. if you can ignore the ads, the articles are good and useful. however, at the time i'm writing this, you still have to pay extra to get the digital subscription. so, it is a good lunch or bath time read."
very good articles,7.5,very good articles
we received our first issue of national geographic kids today and promptly cancelled it the same day.  i didn't even want my son to see it.  not only is it filled with advertising but the 'science' articles are unsophisticated and tabloid-ish.  i wish we had read the reviews before ordering. we assumed that this would be comparable to world magazine and were terribly wrong.,7,we received our first issue of national geographic kids today and promptly cancelled it the same day.  i didn't even want my son to see it.  not only is it filled with advertising but the 'science' articles are unsophisticated and tabloid-ish.  i wish we had read the reviews before ordering. we assumed that this would be comparable to world magazine and were terribly wrong.
i love veranda magazine and read it cover to cover!  it's filled with a gazillion beautiful ideas and picture of elegant decor!  a great reference for new ideas.,7.5,i love veranda magazine and read it cover to cover!  it’s filled with a gazillion beautiful ideas and picture of elegant decor!  a great reference for new ideas.
i really like the concept of expanding the shoe rack to the length i want it to be.  it holds many shoes and my closet floor no longer looks cluttered.  great product!,8,i really like the concept of expanding the shoe rack to the length i want it to be.  it holds many shoes and my closet floor no longer looks cluttered.  great product!
"excellent sailing magazine - high interest stories that run the gamut of sailing tales, techniques and trips!",8,"excellent sailing magazine - high interest stories that run the gamut of sailing tales, techniques and trips!"
"i purchased a one-year subscription for my mom. she seemed to enjoy the magazine. when renewal time came around, i didn't receive any notice that my credit card would be charged again. by the time i noticed the charge on my statement, the date had passed by several months. i sent an email to their customer service department asking how to cancel and the reply stated that service would continue until my next expiration date in 5 months. i replied asking if i had an account that i could access so that i could set up the account to not renew automatically. this time the representative offered to cancel my subscription and give me a refund for the remaining issues. i am grateful for the refund; however, i don't appreciate my credit card being automatically charged or being misled about their cancellation policies.",6,"i purchased a one-year subscription for my mom. she seemed to enjoy the magazine. when renewal time came around, i didn't receive any notice that my credit card would be charged again. by the time i noticed the charge on my statement, the date had passed by several months. i sent an email to their customer service department asking how to cancel and the reply stated that service would continue until my next expiration date in 5 months. i replied asking if i had an account that i could access so that i could set up the account to not renew automatically. this time the representative offered to cancel my subscription and give me a refund for the remaining issues. i am grateful for the refund; however, i don't appreciate my credit card being automatically charged or being misled about their cancellation policies."
"canceled my subscription after 10+ years.  over the past 6-12 month the magazine has lost a lot if it's depth, it's articles recently have lot more opinions than information.  their coverage of emerging technologies and their impact on economy has been limited and spotty.  coverage of trade disputes between us and the world has little substance.  coverage of russia, eastern europe and middle east is highly biased.  coverage of asia and africa seems to also be on the decline.  i will miss the weekly cartoon.",5.5,"canceled my subscription after 10+ years.  over the past 6-12 month the magazine has lost a lot if it's depth, it's articles recently have lot more opinions than information.  their coverage of emerging technologies and their impact on economy has been limited and spotty.  coverage of trade disputes between us and the world has little substance.  coverage of russia, eastern europe and middle east is highly biased.  coverage of asia and africa seems to also be on the decline.  i will miss the weekly cartoon."
the first issue just arrived.  now i don't have to read it in the bookstore or library.  its a good magazine.,8,the first issue just arrived.  now i don't have to read it in the bookstore or library.  its a good magazine.
my future vet keeps these mags for future use.  she says they are fill of important info and she learns alot.,6,my future vet keeps these mags for future use.  she says they are fill of important info and she learns alot.
"plenty to think about in every issue. there are many ways to get raw news, and plenty of pundits giving instant takes on the latest whatevers, but it takes a magazine like the atlantic to offer reasoned, thoughtful viewpoints on the really important issues of the decade, not just the day or week. it takes me a whole month to finish each month's issue...you read an article, then spend the rest of the day thinking about it. thank you.",9,"plenty to think about in every issue. there are many ways to get raw news, and plenty of pundits giving instant takes on the latest whatevers, but it takes a magazine like the atlantic to offer reasoned, thoughtful viewpoints on the really important issues of the decade, not just the day or week. it takes me a whole month to finish each month's issue...you read an article, then spend the rest of the day thinking about it. thank you."
an excellent magazine.,5,an excellent magazine.
and great prices!,3,and great prices!
this is another magazine i buy for a special-needs loved one.  although jcpenney catalogs are his favorite and sadly no longer available.  he loves paging through these magazines and this is his favorite magazine,7.5,this is another magazine i buy for a special-needs loved one.  although jcpenney catalogs are his favorite and sadly no longer available.  he loves paging through these magazines and this is his favorite magazine
been my favorite magazine for many years.,7,been my favorite magazine for many years.
"this is my favorite magazine, i love the combination information on birding and gardening.  thank you!",8,"this is my favorite magazine, i love the combination information on birding and gardening.  thank you!"
"i bought a subscription for my husband, thinking it would have a variety of men's topics, like sports, health, etc.. . instead, it's either editorial garbage (not useful information) or the kind of 'articles' you could find in a tabloid.. . i guess instead of finding a mix of subjects, we will just have to stick with [[asin:b00005n7rd men's health (1-year)]] and [[asin:b00005r8bg sports illustrated (1-year)]].",7,"i bought a subscription for my husband, thinking it would have a variety of men's topics, like sports, health, etc.

instead, it's either editorial garbage (not useful information) or the kind of 'articles' you could find in a tabloid.

i guess instead of finding a mix of subjects, we will just have to stick with [[asin:b00005n7rd men's health (1-year)]] and [[asin:b00005r8bg sports illustrated (1-year)]]."
"excellent for tips on ""how to"".....fix anything.  very helpful and useful magazine, you will enjoy reading it!  highly recommended and will continue with subscriptions.",8,"excellent for tips on &#34;how to&#34;.....fix anything.  very helpful and useful magazine, you will enjoy reading it!  highly recommended and will continue with subscriptions."
"one of my favorite magazines and has been for a good 5-6 years.  i made the mistake several years ago of subscribing directly through the magazine's website thinking i might qualify somehow (i was obviously delusional) for some of the subscribers' benefits but then i discovered that with the then current exchange rate my amex card was charged about $160 for a one year subscription. ouch.  that was the end of my subscription and since i live in nyc i've been buying every month's issue at a local newsstand for $10.  if you don't have that option where you live, the cost of the amazon subscription is just a little bit more than i'm paying per issue which isn't terrible, all things being relative, of course.. . i look forward to it every month and often wait to purchase it late in the week so i can look at it over a glass of wine, or two, during the weekend because i like to take my time and enjoy it.  like any magazine, some months are better than others but every issue seems to have a gem or two and i incorporated several ideas i'd seen in the magazine in my recent apartment renovation with great results.  all in all, highly recommended for someone with modern tastes and maybe a bit of wander lust thrown in for good measure.",7.5,"one of my favorite magazines and has been for a good 5-6 years.  i made the mistake several years ago of subscribing directly through the magazine's website thinking i might qualify somehow (i was obviously delusional) for some of the subscribers' benefits but then i discovered that with the then current exchange rate my amex card was charged about $160 for a one year subscription. ouch.  that was the end of my subscription and since i live in nyc i've been buying every month's issue at a local newsstand for $10.  if you don't have that option where you live, the cost of the amazon subscription is just a little bit more than i'm paying per issue which isn't terrible, all things being relative, of course.

i look forward to it every month and often wait to purchase it late in the week so i can look at it over a glass of wine, or two, during the weekend because i like to take my time and enjoy it.  like any magazine, some months are better than others but every issue seems to have a gem or two and i incorporated several ideas i'd seen in the magazine in my recent apartment renovation with great results.  all in all, highly recommended for someone with modern tastes and maybe a bit of wander lust thrown in for good measure."
"this is a more expensive magazine than elle decor, which is an equally nice magazine, and the products and furnishings featured in elle decor don't seem to cost as much.  i like architectural digest but it's a bit pricey for a subscription.",6,"this is a more expensive magazine than elle decor, which is an equally nice magazine, and the products and furnishings featured in elle decor don't seem to cost as much.  i like architectural digest but it's a bit pricey for a subscription."
"we have used the bases for years. at the time of purchase, we were just running low.. . food network magazine is better than the two other food magazines we receive.",7,"we have used the bases for years. at the time of purchase, we were just running low.

food network magazine is better than the two other food magazines we receive."
good stuff for a diesel nut,6.5,good stuff for a diesel nut
"i started getting this a few years ago and two things sealed the deal for me:. . • on the same day that i received a particular issue, i had purchased a flower. arrangement of beautiful red roses and lilies. later, when i sat down to read. the issue, it had a story on poisonous plants that you should never bring into. the house if you have cats. i learned that all parts of the lily are poisonous. to them and i was immediately grateful in receiving this info.. . • a second thing was that i had sent a letter to their ""ask elizabeth"" column. about the effects on cats of burning candles and/or incense in the house. in their presence and was given a very thorough, nearly full-page answer.. . i'm leaving off a star rating because of a couple things:. yes, it's cornell, and i expect them to be purely allopathic in their approach,. but it would be nice for them to recognize that there are other methods that. are more homeopathic and/or natural in origin.. . a second thing is that it would be nice to be able to look at the label on the. newsletter to see when your subscription is up. looking now, i have no idea.",7.5,"i started getting this a few years ago and two things sealed the deal for me:

• on the same day that i received a particular issue, i had purchased a flower
arrangement of beautiful red roses and lilies. later, when i sat down to read
the issue, it had a story on poisonous plants that you should never bring into
the house if you have cats. i learned that all parts of the lily are poisonous
to them and i was immediately grateful in receiving this info.

• a second thing was that i had sent a letter to their &#34;ask elizabeth&#34; column
about the effects on cats of burning candles and/or incense in the house
in their presence and was given a very thorough, nearly full-page answer.

i'm leaving off a star rating because of a couple things:
yes, it's cornell, and i expect them to be purely allopathic in their approach,
but it would be nice for them to recognize that there are other methods that
are more homeopathic and/or natural in origin.

a second thing is that it would be nice to be able to look at the label on the
newsletter to see when your subscription is up. looking now, i have no idea."
"i love this magazine and have subscribed to it for many years now.  the featured interview is generally with an author that i know (and admire), but i am also introduced to lesser-known writers in each issue.  i also enjoy the interviews with agents/publishers.  after reading each issue i feel smarter...how many magazines can you honestly say that about?",9,"i love this magazine and have subscribed to it for many years now.  the featured interview is generally with an author that i know (and admire), but i am also introduced to lesser-known writers in each issue.  i also enjoy the interviews with agents/publishers.  after reading each issue i feel smarter...how many magazines can you honestly say that about?"
great magazine for an outdoor photographer.,7.5,great magazine for an outdoor photographer.
fantastic magazine at an unbeatable price!,8.5,fantastic magazine at an unbeatable price!
this is a gift for a friend who requested that it be renewed.  he is a terrific cook and loves the magazine,6,this is a gift for a friend who requested that it be renewed.  he is a terrific cook and loves the magazine
