readable,hscore,review
"first of all, i only play clean. it has a nice tone except on the low e and a strings. if i let the string ring(not mute it) the amp will distort. i experience this with all three of my electric guitars. the same guitars plugged into my fender amp, i have no issues.if i keep the volume down on the marshall, i don't get the distortion. if the amp volume is high and i turn things down using the guitar volume i get the distortion.",7.5,"first of all, i only play clean. it has a nice tone except on the low e and a strings. if i let the string ring(not mute it) the amp will distort. i experience this with all three of my electric guitars. the same guitars plugged into my fender amp, i have no issues.if i keep the volume down on the marshall, i don't get the distortion. if the amp volume is high and i turn things down using the guitar volume i get the distortion."
"these cables or the bomb.i didn't think they would be that thick. your not going to be disapointed with these cables. there going to run two 4x12 cabinets. i really like gls audio there stuff just seems exceptional. good buy monster and hello gls. thank god some company's still care about making a great product for a decent price. "" my hat's off to you gls"" thanks for caring about customers. and not just "" profit"". shipping was super fast although i have prime. would have absolutely have no problem buying these cables again. in fact i probably will.",8,these cables or the bomb.i didn't think they would be that thick. your not going to be disapointed with these cables. there going to run two 4x12 cabinets. i really like gls audio there stuff just seems exceptional. good buy monster and hello gls. thank god some company's still care about making a great product for a decent price. &#34; my hat's off to you gls&#34; thanks for caring about customers. and not just &#34; profit&#34;. shipping was super fast although i have prime. would have absolutely have no problem buying these cables again. in fact i probably will.
i wii have to see if the sound improve. but a great idea.,5,i wii have to see if the sound improve. but a great idea.
no frills but the locking mechanism and solid build makes sure your laptop won't fall flat on its back like some much more expensive laptop launchers on the market.,5,no frills but the locking mechanism and solid build makes sure your laptop won't fall flat on its back like some much more expensive laptop launchers on the market.
good quality. like the pick pocket.,7.5,good quality. like the pick pocket.
"i mounted a ibanez gio. with this. i used 2 anchors that a've already have that supports up to 50 lb. and works perfect. great looks. it suspendes by the hook without getting in touch with the wall. it's been a week now and everything works perfect. if you place it on a stud you'll be more secure that it won't fall but i mounted mine on drywall with some 50lb anchor capacity , so far it's fine and steady. very firm.",7,"i mounted a ibanez gio. with this. i used 2 anchors that a've already have that supports up to 50 lb. and works perfect. great looks. it suspendes by the hook without getting in touch with the wall. it's been a week now and everything works perfect. if you place it on a stud you'll be more secure that it won't fall but i mounted mine on drywall with some 50lb anchor capacity , so far it's fine and steady. very firm."
"we received this in december for a christmas gift. my son did not use it until recently, the item did not work correctly. i reached out to the supplier and they shipped a new one within 48 hours! best customer service ever!! new one works perfect!!",7,"we received this in december for a christmas gift. my son did not use it until recently, the item did not work correctly. i reached out to the supplier and they shipped a new one within 48 hours! best customer service ever!! new one works perfect!!"
"i've owned two fender passport 150s over the years, the rev2 and the ""pro"" model listed here. ""pro"" is in quotes deliberately, as i'd never recommend these products to a professional. perhaps for the odd traveling gig, but my first fender passport lasted me less than six months, and the second less than three years. both had an entire speaker unit (not just a tweeter) die, so i suspect it's due to shoddy qc on the electronics (likely the capacitors) on the inside of the main unit body. unfortunately for the end-user who's handy with a soldering iron, the guts aren't exactly laid out to be very serviceable, either.. . for speakers that are designed to be durable and portable, the passport succeeds only at the latter. while the external plastic is robust and built like a tank, the components that make her tick are notoriously unreliable. while the passport is a convenient little all-in-one package, do yourself a favor and get a decent pa, one that'll last you longer than 24 months.. . ...but they sound real nice for their size when they do work, if that's any consolation to you or the snake-oil salesmen at fender.",5.5,"i've owned two fender passport 150s over the years, the rev2 and the &#34;pro&#34; model listed here. &#34;pro&#34; is in quotes deliberately, as i'd never recommend these products to a professional. perhaps for the odd traveling gig, but my first fender passport lasted me less than six months, and the second less than three years. both had an entire speaker unit (not just a tweeter) die, so i suspect it's due to shoddy qc on the electronics (likely the capacitors) on the inside of the main unit body. unfortunately for the end-user who's handy with a soldering iron, the guts aren't exactly laid out to be very serviceable, either.

for speakers that are designed to be durable and portable, the passport succeeds only at the latter. while the external plastic is robust and built like a tank, the components that make her tick are notoriously unreliable. while the passport is a convenient little all-in-one package, do yourself a favor and get a decent pa, one that'll last you longer than 24 months.

...but they sound real nice for their size when they do work, if that's any consolation to you or the snake-oil salesmen at fender."
awesome midi probable the best thing i got off amazon,7,awesome midi probable the best thing i got off amazon
"so far so good, about what i'd expect from these guys.  the sound quality is nice although i'm spoiled by my previous headset that had a volume control and mute switch on the chord.  i couldn't use the usb adapter because i had way too many problems with vista and my lousy on board sound, but i don't mind the analog plugs.  it just took me a bit to figure this out.. . i use this for gaming, wearing it for hours at a time.  i wear glasses on top of this and nonetheless comfort is pretty good.  only once have i felt a need to take them off and give the ears a rest.  then again i'm used to wearing headsets.. . what i wanted was the best quality i can find within the price range and i'm very pleased with this so far.  i would definitely recommend it, we'll see if that's still the case a few months from now.",9,"so far so good, about what i'd expect from these guys.  the sound quality is nice although i'm spoiled by my previous headset that had a volume control and mute switch on the chord.  i couldn't use the usb adapter because i had way too many problems with vista and my lousy on board sound, but i don't mind the analog plugs.  it just took me a bit to figure this out.

i use this for gaming, wearing it for hours at a time.  i wear glasses on top of this and nonetheless comfort is pretty good.  only once have i felt a need to take them off and give the ears a rest.  then again i'm used to wearing headsets.

what i wanted was the best quality i can find within the price range and i'm very pleased with this so far.  i would definitely recommend it, we'll see if that's still the case a few months from now."
"the setup is intuitive, solid link quality, and sounds clear with noticeable attenuated hi frequency.. . 1)  strong interference when being plugged into zoom l-8 mixer, with supplied trs to xlr adapter.. . the mid frequency humming was evident throughout all input/outputs and r2 receiver,  this can render electronic guitars unusable, and very annoying noise for iem purpose.. all close by cables can be interfered, your can check this by moving around  cables around u2 transmitter.. . 2) marginally acceptable interference when being plugged into zoom l-8 xlr output (w/o supplied trs adapter). . the mid frequency humming was greatly reduced, no as annoying as thru trs adapter, acceptable for band practicing iem. however it is unacceptable for recording purpose, the humming was still too prominent.. . 3) extend the transmitter via an extension cable (trs /xlr)  away from signal cable and mixer can cure this issue. . a 30 cm extension wire can cure the issue, deliver clear sound.. . the interference is somewhat due to the interoperability between a all-plastic shielded zoom l-8 mixer.. however, this can also be possible when you place the transmitter close to any instrument  cable with high output impedance, and/or poorly shielded cables.. . after some some trials and tweaks this product did shine out its versatility and quality, at a sweet price point.",7,"the setup is intuitive, solid link quality, and sounds clear with noticeable attenuated hi frequency.

1)  strong interference when being plugged into zoom l-8 mixer, with supplied trs to xlr adapter.

the mid frequency humming was evident throughout all input/outputs and r2 receiver,  this can render electronic guitars unusable, and very annoying noise for iem purpose.
all close by cables can be interfered, your can check this by moving around  cables around u2 transmitter.

2) marginally acceptable interference when being plugged into zoom l-8 xlr output (w/o supplied trs adapter)

the mid frequency humming was greatly reduced, no as annoying as thru trs adapter, acceptable for band practicing iem
however it is unacceptable for recording purpose, the humming was still too prominent.

3) extend the transmitter via an extension cable (trs /xlr)  away from signal cable and mixer can cure this issue

a 30 cm extension wire can cure the issue, deliver clear sound.

the interference is somewhat due to the interoperability between a all-plastic shielded zoom l-8 mixer.
however, this can also be possible when you place the transmitter close to any instrument  cable with high output impedance, and/or poorly shielded cables.

after some some trials and tweaks this product did shine out its versatility and quality, at a sweet price point."
"the aqua puss is a really 'raw' delay effect that i think is decent quality for the price, but i feel that the controls on it really limit its practical use.  if you are looking for a delay that you won't have to change during the middle of a performance, this will do the job well (it does not have tap tempo, which some folks like - i find that it gets in my way).  throw this effect on top of a slow lead to crank up a really spacey vibe (think gilmour) - it does a really good job at that, just be sure to bring your own reverb to even out the repeats.  dial the delay down but crank the blend to add some extra texture to your playing - it does a really good job at doubling to thicken up those power chords a bit.. . i did my due diligence playing with this effect in different spots in my rig, both in and out of my amp's effects loop, but i just could not get the sound i wanted to out of it.  it sounded much better in the fx loop and i was finally able to get closer to what i was going for, though i still just couldn't seem to dial in that sweet spot.  in the end i found the effect to sound too choppy and overly dramatic for my taste; i want a delay that is a lot more subtle to accent only certain parts of my playing, and i found with this pedal that it's either inaudibly short or too thick and long for what i want.. . i bought mine used to try it out and it will go back on the used market fairly soon.  before i got this, i thought all delays are more or less the same.  i definitely don't think that anymore and i'll be spending a bit of time in a music shop trying a few different delays before i spend money on another one.",5.5,"the aqua puss is a really 'raw' delay effect that i think is decent quality for the price, but i feel that the controls on it really limit its practical use.  if you are looking for a delay that you won't have to change during the middle of a performance, this will do the job well (it does not have tap tempo, which some folks like - i find that it gets in my way).  throw this effect on top of a slow lead to crank up a really spacey vibe (think gilmour) - it does a really good job at that, just be sure to bring your own reverb to even out the repeats.  dial the delay down but crank the blend to add some extra texture to your playing - it does a really good job at doubling to thicken up those power chords a bit.

i did my due diligence playing with this effect in different spots in my rig, both in and out of my amp's effects loop, but i just could not get the sound i wanted to out of it.  it sounded much better in the fx loop and i was finally able to get closer to what i was going for, though i still just couldn't seem to dial in that sweet spot.  in the end i found the effect to sound too choppy and overly dramatic for my taste; i want a delay that is a lot more subtle to accent only certain parts of my playing, and i found with this pedal that it's either inaudibly short or too thick and long for what i want.

i bought mine used to try it out and it will go back on the used market fairly soon.  before i got this, i thought all delays are more or less the same.  i definitely don't think that anymore and i'll be spending a bit of time in a music shop trying a few different delays before i spend money on another one."
"just upgraded a squier telecaster with new tonerider vintage plus pickups and wanted to go old school on all of the electronics as well, so i got this switch and the gavitt wire from this seller and they both work fantastic and look great. if your guitar has a 3-way switch you will most likely need to lengthen the slot that the switch uses with a hacksaw blade so that it can engage all 4 positions.",7.5,"just upgraded a squier telecaster with new tonerider vintage plus pickups and wanted to go old school on all of the electronics as well, so i got this switch and the gavitt wire from this seller and they both work fantastic and look great. if your guitar has a 3-way switch you will most likely need to lengthen the slot that the switch uses with a hacksaw blade so that it can engage all 4 positions."
